appid,app_type,app_class
19216,usr,z
70100,usr,z
69750,usr,z
69759,usr,z
31498,usr,z
69129,usr,z
24226,usr,z
68781,usr,z
27508,usr,z
10951,usr,z
69786,usr,z
68672,usr,z
57438,usr,z
59868,usr,z
69099,sys,z
46811,usr,z
16980,usr,z
68533,usr,z
48946,usr,z
68764,usr,z
67413,usr,z
9622,usr,z
16499,usr,z
68789,usr,z
71098,usr,z
70561,usr,z
71302,usr,z
70151,usr,z
71187,usr,z
70560,usr,z
71162,usr,z
11702,usr,z
70227,usr,z
71152,usr,z
70480,usr,z
70528,usr,z
61068,usr,z
71506,usr,z
71244,usr,z
5167,usr,z
71405,usr,z
62261,usr,z
13271,usr,z
56258,usr,z
71347,usr,z
57509,usr,z
70622,usr,z
71367,usr,z
71455,usr,z
8633,sys,z
70355,usr,z
70979,usr,z
71030,usr,z
71118,usr,z
35214,usr,z
71020,usr,z
70147,usr,z
70846,usr,z
71478,usr,z
70442,usr,z
70987,usr,z
71482,usr,z
71641,usr,z
48335,usr,z
71268,usr,z
70713,usr,z
70155,usr,z
71225,usr,z
70490,usr,z
64316,usr,z
43897,usr,z
71583,usr,z
763,usr,t
17877,usr,z
71100,usr,z
71048,usr,z
20050,usr,z
21257,usr,z
70150,usr,z
28156,usr,z
41010,usr,z
71444,usr,z
71513,usr,z
12603,usr,z
587,usr,z
67795,usr,z
70632,usr,z
19204,usr,z
70592,usr,z
71062,usr,z
70864,usr,z
46592,usr,z
71656,usr,z
71491,usr,z
70712,usr,z
1708,usr,z
43399,usr,z
68682,usr,z
70330,usr,z
71116,usr,z
70804,usr,z
40346,usr,z
70200,usr,z
18609,usr,z
24815,usr,z
33226,usr,z
70788,usr,z
70613,usr,z
70862,usr,z
70692,usr,z
66306,usr,z
70577,usr,z
14125,sys,z
38562,usr,z
70688,usr,z
34976,usr,z
70983,usr,z
71125,usr,z
70913,usr,z
71639,usr,z
70767,usr,z
11275,usr,z
65311,usr,z
70211,usr,z
26200,usr,z
70531,usr,z
70699,usr,z
70626,usr,z
70501,usr,z
71449,usr,z
23308,usr,z
8982,usr,z
43221,usr,z
26757,usr,z
70943,usr,z
71261,usr,z
69145,usr,z
46921,usr,z
71096,usr,z
70753,usr,z
71127,usr,z
39244,usr,z
70316,usr,z
70588,usr,z
54010,usr,z
70806,usr,z
71626,sys,z
33122,sys,z
71155,usr,z
70701,usr,z
71070,usr,z
71524,usr,z
40275,usr,z
71313,usr,z
70191,usr,z
71477,usr,z
70569,usr,z
21583,usr,z
49295,usr,z
71355,usr,z
20056,usr,z
70600,usr,z
70121,usr,z
71113,usr,z
71137,usr,z
69147,usr,z
70547,usr,z
71663,usr,z
70999,usr,z
70641,usr,z
71668,usr,z
70308,sys,p
71099,usr,z
71015,usr,z
70956,usr,z
71095,usr,z
38452,sys,z
28421,usr,z
70428,usr,z
15928,usr,z
70333,usr,z
70281,usr,z
9069,usr,z
53234,usr,z
68604,usr,z
71665,usr,z
70463,usr,z
71568,usr,z
2782,usr,z
47527,usr,z
3581,usr,z
57342,usr,z
70346,usr,z
71613,usr,z
55122,usr,z
70282,usr,z
41851,usr,t
70820,usr,z
71530,usr,z
69326,usr,z
64957,usr,z
71379,usr,z
71678,usr,z
67364,usr,z
30493,sys,z
70673,usr,z
71179,usr,z
70413,usr,z
41892,usr,z
70603,usr,z
66040,usr,z
71409,usr,z
71061,usr,z
10992,usr,z
32965,usr,z
12439,usr,z
71145,usr,z
70176,usr,z
71501,usr,z
71489,usr,z
11301,usr,z
68010,usr,z
71322,usr,z
41914,usr,z
41815,usr,z
71432,usr,z
70848,usr,z
70328,usr,z
70504,usr,z
29941,usr,z
71079,usr,z
70715,usr,z
70796,usr,z
71141,usr,z
54241,usr,z
71361,usr,z
70476,usr,z
65571,usr,z
1536,usr,z
71251,usr,z
70258,usr,z
70803,sys,z
27053,usr,z
70360,usr,z
70323,usr,z
71012,usr,z
20690,sys,z
40441,sys,z
70285,usr,z
70483,usr,z
54073,usr,z
65841,usr,z
70698,usr,z
71210,usr,z
70775,usr,z
70709,usr,z
56202,usr,z
43825,usr,z
29507,usr,z
53681,usr,z
70739,usr,z
71047,usr,z
70953,usr,z
12304,usr,z
70696,usr,z
71488,usr,z
70364,usr,z
44226,sys,z
71218,usr,z
70465,usr,z
40534,usr,z
70957,usr,z
71352,usr,z
71001,usr,z
67868,usr,z
66161,usr,z
70733,usr,z
71333,usr,z
71263,usr,z
4021,usr,t
50596,usr,z
70685,usr,z
56236,usr,z
70171,usr,z
69399,usr,z
41809,usr,z
59533,usr,z
70895,usr,z
70261,usr,z
29462,usr,z
9496,usr,z
71219,usr,z
5502,usr,z
9541,sys,z
38739,usr,z
70267,sys,z
71252,usr,z
31777,usr,z
70939,usr,z
70389,usr,z
71242,usr,z
69755,usr,z
42999,sys,z
1097,sys,z
17819,usr,z
70663,usr,z
70122,usr,z
31632,usr,z
59849,sys,z
46788,usr,z
70877,usr,z
65087,usr,z
70765,usr,z
42036,usr,z
70911,usr,z
36669,usr,z
70220,usr,z
71188,usr,z
71231,usr,z
71563,usr,z
71216,usr,z
71223,usr,z
61760,usr,z
71608,usr,z
70838,usr,z
67137,usr,z
41861,usr,z
11216,usr,z
71531,usr,z
71287,usr,z
12821,usr,z
70870,usr,z
44879,usr,z
70546,usr,z
70557,usr,z
71539,usr,z
50736,usr,z
68791,usr,z
71509,usr,z
71259,usr,z
31079,usr,z
70183,usr,z
70615,usr,z
71461,usr,z
70871,usr,z
65217,usr,z
48785,sys,z
71227,usr,z
70994,usr,z
70707,usr,z
71271,usr,z
398,usr,z
70950,usr,z
71629,usr,z
71044,usr,z
70140,usr,z
70821,usr,z
70297,usr,z
70808,usr,z
57358,usr,z
14215,usr,z
71161,usr,z
48721,usr,z
71343,usr,z
70925,usr,z
71421,usr,z
71052,usr,z
70654,usr,z
13752,usr,z
70718,usr,z
55853,usr,z
70768,usr,z
71471,usr,z
70894,usr,z
65954,usr,z
48828,usr,z
70144,usr,z
70372,usr,z
70448,sys,z
45083,sys,z
66243,usr,z
28439,usr,z
71490,usr,z
1530,usr,z
1778,usr,z
70492,usr,z
69350,usr,z
46166,usr,z
71503,usr,z
70474,usr,z
27265,usr,z
71320,usr,z
25180,usr,z
70959,usr,z
27774,usr,z
70156,usr,z
31042,usr,z
23147,usr,z
35565,usr,z
71200,usr,z
70503,usr,z
70652,usr,z
45819,usr,z
54789,usr,z
70916,usr,z
71366,usr,z
22794,usr,z
70931,usr,z
70146,usr,z
71654,usr,z
15657,usr,z
26543,usr,z
71364,usr,z
10926,usr,z
71586,usr,z
70303,usr,z
33253,usr,z
45430,usr,z
41102,usr,z
20970,usr,z
71440,usr,z
71021,usr,z
70320,usr,z
71058,usr,z
70793,usr,z
71148,usr,z
70043,usr,z
71185,usr,z
71109,sys,z
71584,usr,z
25234,sys,z
59614,usr,z
71051,usr,z
71484,usr,z
40490,usr,z
70648,usr,z
71422,usr,z
44002,usr,z
70533,usr,z
70565,usr,z
71499,usr,z
64004,sys,z
70590,usr,z
70553,usr,z
70253,usr,z
4712,usr,z
70128,usr,z
70373,usr,z
71157,usr,z
70332,usr,z
3702,usr,z
71233,usr,z
71614,usr,z
71293,usr,z
70984,usr,z
71370,usr,z
71413,usr,z
70633,usr,z
5160,usr,z
26172,usr,z
5889,usr,z
70811,usr,z
70145,usr,z
70255,usr,z
70290,usr,z
71122,usr,z
38457,usr,z
71074,usr,z
71065,usr,z
50189,usr,z
70136,usr,z
13327,usr,z
70761,usr,z
71453,usr,z
71589,usr,z
71091,usr,z
14800,usr,z
70356,usr,z
71326,usr,z
26612,usr,z
62542,usr,z
41848,usr,z
71638,usr,z
71628,usr,z
70794,usr,z
71250,usr,z
59450,usr,z
28583,usr,z
30359,usr,z
66199,usr,z
9123,usr,z
9014,usr,t
71420,usr,z
51091,usr,z
71066,usr,z
70887,usr,z
70197,usr,z
70229,usr,z
39497,usr,z
70631,usr,z
71255,usr,z
70919,usr,z
70584,usr,z
30181,usr,z
71560,usr,z
70404,usr,z
57427,usr,z
70543,usr,z
17687,usr,z
70966,usr,z
71423,usr,z
71308,usr,z
70152,usr,z
71306,usr,z
70727,usr,z
15892,usr,z
13020,usr,z
3438,usr,z
70952,usr,z
70716,usr,z
55680,usr,z
71283,usr,z
59585,usr,z
70499,usr,z
70824,usr,z
38792,usr,z
70384,usr,z
47303,usr,z
70317,usr,z
26076,usr,z
44033,usr,z
56621,usr,z
55183,usr,z
70468,usr,z
60656,usr,z
55221,usr,z
71581,usr,z
70123,usr,z
50209,usr,z
12917,usr,z
70247,usr,z
25688,usr,z
5148,usr,z
71598,usr,z
70897,usr,z
71517,usr,z
70706,usr,z
71419,usr,z
66730,usr,z
71059,usr,z
70450,usr,z
36163,usr,z
71201,usr,z
70778,usr,z
70797,usr,z
70239,usr,z
66595,usr,z
3850,sys,z
25866,usr,z
54808,usr,z
70798,usr,z
71281,usr,z
70951,usr,z
5176,usr,z
53696,usr,z
5027,sys,z
70907,usr,z
71630,usr,z
70666,usr,z
36100,usr,z
70336,usr,z
70402,usr,z
37153,usr,z
71114,usr,z
70763,usr,z
70440,usr,z
71305,usr,z
61774,usr,z
12601,usr,z
11949,usr,z
47705,sys,z
70604,usr,z
70728,usr,z
39183,usr,z
71082,usr,z
71123,usr,z
67521,usr,z
18715,usr,z
69097,usr,z
70522,usr,z
70419,usr,z
71265,usr,z
37305,usr,t
70998,usr,z
28925,usr,z
30481,usr,z
71670,usr,z
71177,usr,z
52859,usr,z
31101,usr,z
68639,usr,z
70169,usr,z
71120,usr,z
71570,usr,z
70609,usr,z
70375,usr,z
70455,usr,z
70885,usr,z
70735,usr,z
66940,usr,z
71090,usr,z
71027,usr,z
70369,usr,z
71247,usr,z
61953,usr,z
15443,usr,z
68269,usr,z
33091,usr,z
70992,usr,z
27004,usr,z
70326,usr,z
70866,usr,z
57649,usr,z
21207,usr,z
67109,usr,z
44537,usr,z
26713,usr,z
71254,usr,z
30667,usr,z
70559,usr,z
70619,sys,z
70899,usr,z
71180,usr,z
71604,usr,z
71193,usr,z
54410,sys,z
70989,usr,z
70933,usr,z
71163,usr,z
70772,usr,z
60354,usr,z
34181,usr,z
70182,usr,z
71657,usr,z
22844,usr,z
71115,usr,z
71587,usr,z
70427,usr,z
7891,usr,z
71205,usr,z
70009,usr,z
70751,usr,z
71317,usr,z
40048,usr,z
24521,usr,z
71550,usr,z
70313,usr,z
65928,usr,z
70960,usr,z
70498,usr,z
71525,usr,z
13447,usr,z
71130,usr,z
20200,usr,z
71533,usr,z
16509,usr,z
53102,sys,z
70837,usr,z
71295,usr,z
70937,usr,z
70164,usr,z
17703,usr,z
70268,usr,z
68642,usr,z
71102,usr,z
59492,usr,z
71661,usr,z
70349,usr,z
39566,usr,t
70494,usr,z
70854,usr,z
5865,usr,z
70214,usr,z
71072,usr,z
26350,usr,z
70441,usr,z
15218,usr,z
70434,usr,z
70764,usr,z
31178,usr,z
70575,usr,z
70418,usr,z
29772,usr,z
71411,usr,z
71402,usr,z
62976,usr,z
71324,usr,z
70174,usr,z
71258,usr,z
40470,usr,z
30785,usr,z
21233,usr,z
70717,usr,z
11946,usr,z
53536,usr,z
70703,usr,z
28519,usr,z
4349,usr,z
5046,usr,z
70429,usr,z
71334,usr,z
44071,usr,z
35879,usr,t
31435,usr,z
66460,usr,z
71348,usr,z
70425,usr,z
71209,usr,z
31998,usr,z
56244,usr,z
35071,usr,z
70488,usr,z
8412,usr,z
49551,usr,z
71611,usr,z
71617,usr,z
70486,usr,z
72234,usr,z
21163,usr,z
71765,usr,z
53531,usr,z
72276,usr,z
72089,usr,z
72243,usr,z
73228,usr,z
73238,usr,z
72647,usr,z
16096,usr,z
73007,usr,z
72294,usr,z
72605,usr,z
72705,usr,z
15554,usr,t
72562,usr,z
12005,usr,z
30581,usr,z
72986,usr,z
73077,usr,z
73176,usr,z
71858,usr,z
45689,usr,z
73287,usr,z
37463,usr,z
72210,usr,z
73433,usr,z
5517,usr,z
57819,usr,z
72304,usr,z
23703,usr,z
63568,usr,z
72684,usr,z
73282,usr,z
73472,usr,z
29703,usr,z
73237,usr,z
70572,usr,z
73280,usr,z
72368,usr,z
46262,usr,z
73053,usr,z
72714,usr,z
72411,usr,z
41993,usr,z
6498,usr,z
72306,usr,z
73018,usr,z
6171,usr,z
72957,usr,z
73030,usr,z
73216,usr,z
70029,usr,z
71849,usr,z
72933,usr,z
1630,sys,z
25057,usr,z
48489,usr,z
72034,usr,z
72634,usr,z
72792,usr,z
72569,usr,z
35955,usr,z
72872,usr,z
73431,usr,z
72597,usr,z
71544,usr,z
71371,usr,z
5114,usr,z
35615,usr,z
73241,usr,z
73098,usr,z
60552,usr,z
42001,usr,z
63976,usr,z
72446,usr,z
5788,usr,z
39656,usr,z
66611,usr,z
72990,usr,z
72873,sys,z
72256,usr,z
23425,usr,z
73373,usr,z
36466,usr,z
73066,usr,z
72513,usr,z
72982,usr,z
73045,usr,z
72394,usr,z
71713,usr,z
70802,usr,z
72780,usr,z
73233,usr,z
72448,usr,z
72413,usr,z
73307,usr,z
26958,usr,z
69255,usr,z
71740,usr,z
73387,usr,z
8897,usr,z
28172,usr,z
72484,usr,z
27551,usr,z
72359,usr,z
73058,usr,z
72415,usr,z
40176,usr,z
2079,usr,z
71900,usr,z
72823,usr,z
72686,usr,z
72070,usr,z
73339,usr,z
18966,usr,z
31845,usr,z
38892,usr,z
71151,usr,z
73061,usr,z
10689,sys,e
73193,usr,z
14677,usr,z
56844,usr,z
57831,usr,z
34919,usr,z
48183,usr,z
71830,usr,z
72806,usr,z
73109,usr,z
71745,usr,z
35396,usr,z
15671,usr,z
73436,usr,z
73359,usr,z
73062,usr,z
61800,usr,z
72919,usr,z
51228,usr,z
72680,usr,z
72244,sys,z
53186,sys,z
71790,usr,z
72855,usr,z
33693,usr,z
53456,sys,z
58141,usr,z
73150,usr,z
49184,usr,z
62574,usr,z
72498,usr,z
73090,usr,z
73054,usr,z
73052,usr,z
62396,usr,z
71842,usr,z
72897,usr,z
73526,usr,z
72120,usr,z
46016,usr,z
73439,usr,z
73520,usr,z
25290,usr,z
73284,usr,z
73056,usr,z
71964,usr,z
73510,usr,z
25037,usr,z
48681,usr,z
72147,usr,z
71688,usr,z
2959,usr,z
72651,usr,z
56584,usr,z
38256,usr,z
72083,usr,z
72821,usr,z
72305,usr,z
73071,usr,z
71834,usr,z
71731,usr,z
36836,usr,z
71857,usr,z
71711,usr,z
20265,usr,z
72075,usr,z
73314,usr,z
72842,usr,z
72344,usr,z
72566,usr,z
493,usr,z
30526,usr,m
43319,usr,z
71823,usr,z
72599,usr,z
73114,usr,z
33923,usr,z
52365,usr,z
72208,sys,z
72007,usr,z
14227,usr,z
2225,usr,z
73290,usr,z
71715,usr,z
28952,sys,z
72474,usr,z
71699,usr,z
3055,usr,z
71703,usr,z
73377,usr,z
73173,usr,z
35386,usr,z
72977,usr,z
57924,usr,z
19188,usr,z
30844,usr,z
73503,sys,z
16004,usr,z
20341,usr,z
67724,usr,z
40877,usr,z
72318,usr,z
72410,usr,z
72522,usr,z
72077,usr,z
73050,usr,z
66972,usr,z
41432,usr,z
67068,usr,z
72630,usr,z
73148,usr,z
4367,usr,z
27316,usr,z
31722,usr,z
55555,usr,z
72748,usr,z
71757,usr,z
31916,usr,z
44029,usr,z
73101,usr,z
72752,usr,z
72889,usr,z
26937,usr,z
71846,usr,z
72520,usr,z
50528,usr,z
72857,usr,z
73319,usr,z
72213,usr,z
45469,usr,z
65132,usr,z
72385,usr,z
71872,usr,z
30033,sys,z
72894,usr,z
71727,usr,z
72064,usr,z
71766,usr,z
65462,usr,z
72398,usr,z
9307,usr,z
71826,usr,z
65141,usr,z
72396,usr,z
72468,usr,z
11865,usr,z
72217,usr,z
71696,usr,z
66600,usr,z
71928,usr,t
24001,usr,z
40521,usr,z
72860,usr,z
73321,usr,z
72553,usr,z
27683,usr,z
11785,usr,z
73197,usr,z
32722,usr,z
72118,usr,z
61462,usr,z
26840,usr,z
71795,usr,z
58146,usr,z
66834,usr,z
72625,usr,z
72649,usr,z
63402,usr,z
73281,usr,z
59899,usr,z
54461,usr,z
8836,usr,z
72335,usr,z
73174,usr,z
13024,usr,z
12062,usr,z
72728,usr,z
72402,usr,z
47260,usr,z
46652,usr,z
72487,usr,z
72108,usr,z
49569,usr,z
72338,usr,z
72056,usr,z
72852,usr,z
3708,usr,z
73524,usr,z
72865,usr,z
73341,usr,z
72712,usr,z
13932,usr,z
25058,usr,z
73471,usr,z
73151,usr,z
72507,usr,z
71959,usr,z
49543,usr,z
64213,usr,z
71817,usr,z
44601,usr,z
72246,usr,z
73349,usr,z
73166,usr,z
11299,usr,z
72292,usr,z
72517,usr,z
72740,usr,z
72939,sys,z
72041,usr,z
42065,usr,z
42235,usr,z
72976,usr,z
72289,usr,z
73451,usr,z
71885,usr,z
45449,usr,z
30041,usr,z
71966,usr,z
72352,usr,z
72109,usr,z
72273,usr,z
11047,usr,z
72350,usr,z
38136,usr,z
73326,usr,z
72313,usr,z
72833,usr,z
33778,usr,z
64001,usr,z
72560,usr,z
56546,usr,z
72624,usr,z
73059,usr,z
73432,usr,z
72497,usr,z
71771,usr,z
72039,usr,z
72132,usr,z
51040,usr,z
71710,usr,z
72590,usr,z
71714,usr,z
71999,usr,z
72776,usr,z
52377,usr,z
72466,usr,z
72519,usr,z
66885,usr,z
72660,usr,z
32928,usr,z
46515,usr,z
17201,usr,z
72908,usr,z
72961,usr,z
73306,usr,z
73455,usr,z
72442,usr,z
72269,usr,z
69451,usr,z
72472,usr,z
73381,usr,z
72032,usr,z
58919,usr,z
35618,usr,z
5305,usr,z
72165,usr,z
72065,usr,z
72525,usr,z
51507,usr,z
40379,usr,z
72167,usr,z
58847,sys,z
72985,usr,z
17096,usr,z
72427,usr,z
71780,usr,z
72211,usr,z
69542,usr,z
1207,usr,z
72432,usr,z
72193,usr,z
39121,usr,z
29834,usr,z
71894,usr,z
71997,usr,z
72814,usr,z
73123,usr,z
73122,usr,z
8080,sys,z
70891,usr,z
72665,usr,z
72679,usr,z
17020,sys,z
70208,usr,z
19160,usr,z
48368,sys,z
69631,usr,z
11437,usr,z
72342,usr,z
71820,usr,z
73231,usr,z
71397,usr,z
64136,usr,z
72205,usr,z
72981,usr,z
71879,usr,z
72017,usr,z
71722,usr,z
73264,usr,z
73496,usr,z
72068,usr,z
22903,usr,z
22714,usr,z
72262,usr,z
67747,usr,z
73076,usr,z
72895,usr,z
13654,usr,z
8079,usr,z
73254,usr,z
72209,sys,z
72146,usr,z
40808,usr,z
43495,usr,z
8561,usr,z
56829,usr,z
72098,usr,z
15535,usr,z
18696,usr,z
43421,usr,z
7331,usr,z
38420,usr,z
73508,usr,z
72353,usr,z
72452,usr,z
27520,usr,z
73182,usr,z
35491,usr,z
73407,usr,z
71897,usr,z
72390,usr,z
72777,usr,z
51450,usr,z
45432,usr,z
65004,usr,z
72227,usr,z
66657,usr,z
41229,usr,z
6276,usr,z
71748,usr,z
72142,usr,z
2490,usr,z
71986,usr,z
73223,usr,z
72742,usr,z
73310,usr,z
42057,usr,z
50836,usr,z
72932,usr,z
33988,usr,z
72122,usr,z
67510,usr,z
63410,usr,z
55464,usr,z
72521,usr,z
72914,usr,z
72184,usr,z
72301,usr,z
52621,usr,z
72022,usr,z
73142,usr,z
73531,usr,z
30398,usr,z
73088,usr,z
72140,usr,z
73364,usr,z
73144,usr,z
73346,usr,z
72554,usr,z
49403,usr,z
50705,usr,z
72150,usr,z
53740,usr,z
11070,usr,z
44611,usr,z
72802,usr,z
73490,usr,z
71738,usr,z
72370,usr,z
73104,usr,z
71801,usr,z
44129,usr,z
73222,usr,z
23543,usr,t
71886,usr,z
27962,usr,z
33951,usr,z
33242,usr,z
30233,usr,z
72462,usr,z
38530,usr,z
38258,usr,z
71733,usr,z
72191,usr,b
71916,usr,z
72648,usr,z
31550,usr,z
71920,usr,z
73274,usr,z
70410,usr,z
55582,usr,z
73353,usr,z
73248,sys,z
27511,usr,z
71835,usr,z
19417,usr,z
71971,usr,z
26460,sys,z
13418,usr,z
70348,usr,z
58158,usr,z
72259,usr,z
61880,usr,z
73031,usr,z
72047,usr,z
72539,sys,z
57861,usr,z
72386,usr,z
68335,usr,z
73162,usr,z
64977,usr,z
69633,usr,z
72789,usr,z
71794,usr,z
46203,usr,z
8019,sys,z
73262,usr,z
57293,usr,z
72188,usr,z
72012,usr,z
2121,usr,z
73039,usr,z
72851,usr,z
72426,usr,z
45171,usr,z
58292,usr,z
73441,usr,z
58659,usr,z
73313,usr,z
71723,usr,z
29161,usr,z
9367,usr,z
13833,usr,z
41974,usr,z
73246,usr,z
73132,usr,z
72314,usr,z
72183,usr,z
72552,usr,z
73073,usr,z
72770,usr,z
39017,usr,z
73209,usr,z
73139,usr,z
71779,usr,z
47860,usr,z
72216,usr,z
73410,usr,z
73530,usr,z
73292,usr,z
71982,usr,z
72687,usr,z
69064,usr,z
71709,usr,z
72161,usr,z
72049,usr,z
72756,usr,z
73085,usr,z
72048,usr,z
36372,usr,z
72638,usr,z
72768,usr,z
16506,usr,z
70238,usr,z
71751,usr,z
45003,usr,z
72790,usr,z
71698,usr,z
73375,usr,z
61297,usr,z
14761,usr,z
72594,usr,z
71993,usr,z
73365,usr,z
31753,usr,z
70743,usr,z
29528,usr,z
241,usr,z
53726,usr,t
71929,usr,z
73366,usr,z
33469,usr,z
73406,usr,z
72419,usr,z
57784,usr,z
52736,usr,z
32363,usr,z
72031,usr,z
71792,usr,z
71869,usr,z
72639,usr,z
72866,usr,z
73204,usr,z
67744,usr,z
72788,usr,z
72437,usr,z
34237,usr,z
72454,usr,z
72530,usr,z
72697,usr,z
72197,usr,z
72247,usr,z
70401,usr,z
72529,usr,z
72629,usr,z
73457,usr,z
72351,usr,z
72829,usr,z
22974,usr,z
71704,usr,z
53924,usr,z
18524,usr,z
67778,usr,z
73082,usr,z
29757,usr,z
72337,usr,z
73514,usr,z
35733,usr,p
72009,usr,z
72503,usr,z
36769,usr,z
72403,usr,z
72696,usr,z
73192,usr,z
71975,usr,z
72194,usr,z
27229,usr,z
72538,usr,z
32066,sys,z
22179,usr,z
40084,usr,z
72935,usr,t
73470,usr,z
24765,usr,z
72233,usr,z
71825,usr,z
72414,usr,z
72988,usr,z
72473,usr,z
72910,usr,z
43589,usr,z
73519,usr,z
72998,usr,z
18920,usr,z
71776,usr,z
51662,usr,z
73244,usr,z
9244,usr,z
73427,usr,z
73409,usr,z
73091,usr,z
72699,usr,z
15824,usr,z
71758,usr,z
72636,usr,z
12175,usr,z
35710,usr,z
8567,usr,z
358,usr,z
73093,usr,z
53373,usr,z
71863,usr,z
73069,usr,z
73160,usr,z
53721,usr,z
20208,usr,z
40647,usr,z
40061,usr,z
37235,usr,z
28975,usr,z
33307,usr,z
72374,usr,z
48150,usr,z
36184,usr,z
72407,usr,z
73249,usr,z
73143,usr,z
59834,usr,z
72765,usr,z
73392,usr,z
72274,usr,z
354,usr,z
72774,usr,z
33597,usr,z
71802,usr,z
39885,usr,z
73064,usr,z
50551,usr,z
71852,sys,z
19009,usr,z
72834,usr,z
72602,usr,z
72841,usr,z
72133,usr,z
38278,usr,z
55666,usr,z
73297,usr,z
72114,usr,z
71824,usr,z
72229,usr,z
72471,usr,z
45599,usr,z
73177,usr,z
6730,usr,z
62015,usr,z
72258,usr,z
71851,usr,z
32938,usr,t
72222,usr,z
73184,usr,z
73521,usr,z
72129,usr,z
72000,usr,z
72580,usr,z
53067,usr,z
72831,usr,z
71856,usr,z
73277,usr,z
60413,usr,z
72245,usr,z
45564,usr,z
72734,usr,z
49083,usr,z
1503,usr,z
58062,usr,z
73357,usr,z
72652,usr,z
72139,usr,z
37675,usr,z
65978,usr,z
63818,usr,z
73218,usr,z
72898,usr,z
58103,usr,z
12923,usr,z
58232,usr,z
49172,usr,z
72180,usr,z
71931,usr,z
73424,usr,z
7002,usr,z
72736,usr,z
72218,usr,z
71943,usr,z
72389,usr,z
69535,usr,z
72692,usr,z
72799,usr,z
73099,usr,z
73294,usr,z
72138,usr,z
22163,usr,z
72745,usr,z
72596,usr,z
73386,sys,z
41470,usr,z
72511,usr,z
72300,usr,z
54491,usr,z
32261,sys,z
71985,usr,z
28063,usr,z
73140,usr,z
61400,usr,z
73358,usr,z
72113,usr,z
72264,usr,z
25146,sys,z
72512,usr,z
19353,sys,z
72598,usr,z
72207,usr,z
14384,usr,z
72323,usr,z
43829,usr,z
11599,sys,z
28166,usr,p
1312,usr,z
73429,usr,z
59956,usr,z
9085,sys,z
71962,usr,z
72393,usr,z
73230,usr,z
71946,usr,z
72951,usr,z
73067,usr,z
27021,usr,z
40037,usr,z
48962,usr,t
72959,usr,z
72685,usr,z
73316,usr,z
4582,sys,z
72366,usr,z
72202,usr,z
73214,usr,z
33621,usr,z
72406,usr,z
52903,usr,z
72330,usr,z
18016,usr,z
72010,usr,z
72559,usr,z
49309,usr,z
71547,usr,z
50356,usr,z
71893,usr,z
72526,usr,z
72307,usr,z
55028,usr,z
72715,usr,z
72037,usr,z
72735,usr,z
73212,usr,z
72296,usr,z
71811,usr,z
48331,usr,z
73235,usr,z
73446,usr,z
73305,usr,z
72900,usr,z
72921,usr,z
71981,usr,z
48715,usr,z
73164,sys,z
7203,usr,z
72016,usr,z
72316,usr,z
18899,usr,z
71756,usr,z
34569,usr,z
26740,usr,z
72706,usr,z
72700,usr,z
72741,usr,z
72189,usr,z
73332,usr,z
71706,usr,z
5525,usr,z
24481,usr,t
73482,usr,z
69548,sys,z
72926,usr,z
73094,usr,z
52094,usr,z
72115,usr,z
72345,usr,z
73251,usr,z
72987,usr,z
31426,usr,z
15383,usr,z
72282,usr,z
72043,usr,z
72702,usr,z
9640,usr,z
73213,usr,z
71967,usr,z
73486,usr,z
73178,usr,z
14302,usr,z
6417,usr,z
72888,usr,z
29400,usr,l
70958,usr,z
29978,usr,z
35822,usr,z
50788,usr,z
73035,usr,z
68416,usr,z
73273,usr,z
32189,usr,z
74653,usr,z
65438,usr,z
74040,usr,z
60499,usr,z
73270,usr,z
29463,usr,z
75570,usr,z
66140,usr,z
73707,usr,z
19447,usr,z
74380,usr,z
73861,usr,z
73967,usr,z
61779,usr,z
70026,usr,z
67194,usr,z
73867,usr,z
74385,usr,z
36174,usr,z
23704,usr,z
73662,usr,z
74764,usr,z
74676,usr,z
74197,usr,z
74736,usr,z
74456,usr,z
6917,usr,t
18500,usr,z
74955,usr,z
75371,usr,z
35776,usr,z
35305,usr,z
74332,usr,z
54144,usr,z
75522,usr,z
74021,usr,z
38470,usr,z
75216,usr,z
75320,usr,z
41898,usr,t
74557,usr,z
65088,usr,z
4208,usr,z
68442,usr,z
32400,usr,z
74459,usr,z
58060,usr,z
34466,usr,z
7536,usr,z
8250,usr,z
37800,usr,z
47788,usr,z
75274,usr,z
65211,usr,z
21188,usr,z
41077,usr,z
17279,usr,z
75128,usr,z
73934,usr,z
49609,usr,z
74964,usr,z
10431,usr,z
25255,usr,z
63379,usr,z
74323,usr,z
74540,usr,z
74243,usr,z
75396,usr,z
74524,usr,z
74054,usr,z
74972,usr,z
57527,usr,z
37159,usr,z
74596,usr,z
74315,usr,z
68787,sys,z
51170,usr,z
74149,usr,z
12745,usr,z
74096,usr,z
74923,usr,z
9375,usr,z
31332,usr,z
74519,sys,z
7639,usr,z
74137,usr,z
12275,usr,z
56287,usr,z
55831,usr,z
48717,usr,z
74806,usr,z
74761,usr,z
71972,usr,z
74774,usr,z
75066,usr,z
11277,usr,z
75503,usr,z
74418,usr,z
75592,usr,z
74681,usr,z
75270,usr,z
50218,usr,z
25088,usr,z
61624,usr,z
74605,usr,z
106,usr,z
29628,usr,z
11664,sys,z
