,appid,app_class
11092,30619,
11093,1559,l
11094,394,
11095,25917,
11096,28333,
11097,27335,
11098,11795,
11099,9690,
11100,19978,t
11101,12305,
11102,30407,
11103,12367,
11104,20587,t
11105,15361,
11106,24727,
11107,24488,
11108,11754,b
11109,27075,
11110,26615,
11111,28617,
11112,30411,
11113,23785,
11114,26220,
11115,29796,
11116,26449,
11117,27260,
11118,25590,
11119,8946,
11120,25091,
11121,478,
11122,12108,
11123,30142,
11124,26640,
11125,24955,
11126,7317,
11127,27936,
11128,30762,
11129,28312,
11130,29946,
11131,30095,
11132,9179,
11133,24094,p
11134,5606,
11135,13031,
11136,23987,
11137,25079,
11138,30303,
11139,29040,
11140,29409,
11141,27958,
11142,7999,
11143,23348,
11144,6875,
11145,16843,
11146,5217,
11147,28473,
11148,17346,
11149,26898,
11150,2939,
11151,23063,
11152,7634,
11153,26341,
11154,11744,
11155,22290,
11156,18581,
11157,27463,
11158,23201,
11159,17076,
11160,16597,
11161,30073,
11162,24222,
11163,15776,
11164,25568,
11165,2732,
11166,27967,
11167,24794,
11168,17764,
11169,15607,f
11170,30555,
11171,28373,
11172,25563,
11173,26319,
11174,19575,
11175,24945,
11176,29970,
11177,26741,
11178,16159,o
11179,29156,
11180,25209,
11181,27045,
11182,29218,
11183,27960,
11184,29077,
11185,28217,
11186,21770,
11187,24162,t
11188,16041,
11189,24084,
11190,25107,
11191,24633,
11192,11610,
11193,11880,
11194,23990,
11195,26002,
11196,15035,
11197,12797,
11198,13744,
11199,7246,
11200,29465,
11201,8682,
11202,25367,
11203,21204,
11204,14875,t
11205,26621,
11206,17369,
11207,13650,m
11208,3035,
11209,28394,
11210,16857,t
11211,28278,
11212,30199,
11213,4227,
11214,23649,
11215,24761,
11216,25332,
11217,2323,
11218,21301,
11219,28652,
11220,24210,
11221,12004,
11222,19304,
11223,26774,c
11224,20872,
11225,6030,
11226,30639,
11227,29265,
11228,16925,
11229,4810,
11230,25509,
11231,30084,
11232,24845,
11233,28247,
11234,19006,
11235,24057,
11236,11745,
11237,5982,
11238,26397,
11239,26154,
11240,26704,
11241,28539,
11242,28711,
11243,21110,
11244,27486,
11245,10796,c
11246,13642,
11247,23789,
11248,16221,
11249,30234,
11250,2698,
11251,27381,
11252,9396,
11253,18301,
11254,29132,
11255,15922,
11256,26174,
11257,26631,
11258,24310,
11259,24638,
11260,26067,
11261,29094,
11262,24026,
11263,27893,
11264,3413,
11265,24198,
11266,30200,
11267,25196,
11268,24101,
11269,25800,
11270,30315,
11271,24880,
11272,20070,f
11273,27461,
11274,2405,
11275,16910,
11276,15548,
11277,29517,
11278,5169,
11279,28380,
11280,956,
11281,18432,
11282,13480,
11283,19277,
11284,25531,
11285,2355,
11286,27740,
11287,30588,
11288,26681,
11289,6328,
11290,23508,b
11291,25105,
11292,24860,
11293,8924,
11294,17192,g
11295,6987,
11296,19927,g
11297,23381,
11298,28402,
11299,30335,
11300,7931,
11301,22367,
11302,17956,
11303,29853,
11304,30179,
11305,29915,
11306,28208,
11307,28356,
11308,27346,
11309,26821,
11310,30423,
11311,27874,
11312,7706,
11313,28228,
11314,25050,
11315,23894,
11316,27987,
11317,9044,
11318,19000,
11319,23827,
11320,3813,
11321,2747,h
11322,8188,
11323,15969,
11324,29795,
11325,29798,
11326,9538,
11327,30830,
11328,17656,
11329,2867,
11330,25638,
11331,13585,
11332,15534,q
11333,7392,
11334,12830,
11335,28579,
11336,6784,
11337,27018,
11338,5140,
11339,18660,
11340,7286,
11341,28655,
11342,15705,
11343,23584,
11344,3005,
11345,30480,
11346,2777,g
11347,27349,
11348,26567,
11349,25625,
11350,30539,
11351,25426,
11352,30390,
11353,25276,
11354,14187,
11355,30737,
11356,7096,
11357,24178,
11358,29627,
11359,30348,
11360,27906,
11361,25919,
11362,24925,
11363,27839,
11364,15172,
11365,30328,
11366,26086,
11367,1575,
11368,24025,
11369,27106,
11370,23726,
11371,30350,
11372,11535,
11373,29961,
11374,20249,
11375,27042,
11376,29922,
11377,29690,
11378,30332,
11379,21576,
11380,27901,
11381,23850,
11382,7780,k
11383,29533,
11384,15719,h
11385,26733,
11386,11710,
11387,16220,
11388,14319,
11389,7439,
11390,29278,
11391,12217,
11392,7896,t
11393,27399,
11394,25083,
11395,24837,
11396,21148,t
11397,25799,
11398,25788,
11399,29302,
11400,27670,l
11401,4619,i
11402,18026,
11403,28934,
11404,25583,
11405,18645,
11406,27550,
11407,26027,
11408,28977,
11409,27627,
11410,1158,
11411,26199,
11412,23192,
11413,23281,
11414,12598,t
11415,27951,
11416,26954,
11417,20749,
11418,27575,
11419,17323,
11420,24245,
11421,18319,
11422,25170,
11423,27292,
11424,24076,
11425,25274,
11426,24261,
11427,27799,
11428,12840,
11429,25461,
11430,27246,
11431,24223,
11432,16746,
11433,23515,
11434,19769,
11435,19037,
11436,26091,
11437,23788,
11438,28409,
11439,28366,
11440,19290,
11441,933,
11442,27720,
11443,4553,t
11444,17239,
11445,23853,
11446,25711,
11447,26855,
11448,1477,
11449,25476,
11450,29259,
11451,27753,
11452,26360,
11453,12582,
11454,18097,m
11455,28584,
11456,10224,
11457,26165,
11458,29112,
11459,28392,
11460,17409,
11461,29296,
11462,27543,
11463,12820,
11464,1245,i
11465,70,
11466,23811,
11467,30517,
11468,29386,
11469,29778,
11470,23928,
11471,30191,
11472,6191,t
11473,11323,
11474,13082,
11475,16984,
11476,29913,
11477,25639,
11478,30506,
11479,11514,t
11480,2141,
11481,28115,
11482,28696,
11483,1436,
11484,20194,
11485,10070,
11486,29431,
11487,18404,
11488,26004,
11489,29875,
11490,23905,
11491,21029,d
11492,11126,
11493,13946,
11494,10006,
11495,353,
11496,30009,
11497,8877,
11498,28377,
11499,15879,
11500,23824,
11501,8268,
11502,28058,
11503,18644,
11504,26294,
11505,25894,
11506,2252,
11507,28868,
11508,28980,
11509,4198,
11510,29474,
11511,30508,
11512,24170,
11513,30537,
11514,24103,
11515,16366,
11516,2888,
11517,30448,
11518,25497,
11519,4483,
11520,15381,
11521,24551,
11522,29742,
11523,24055,
11524,6887,
11525,19150,b
11526,10635,
11527,28367,
11528,16696,
11529,30802,
11530,21968,t
11531,23180,
11532,28004,
11533,20881,t
11534,8788,
11535,22433,
11536,25350,
11537,29636,
11538,29125,
11539,28263,
11540,24972,
11541,26749,
11542,26720,
11543,30394,
11544,11031,p
11545,28537,
11546,17361,
11547,27805,
11548,30126,
11549,27201,
11550,29404,
11551,29838,
11552,27606,
11553,2145,
11554,25155,
11555,22884,g
11556,3741,g
11557,26436,
11558,26347,
11559,29310,
11560,25203,
11561,28430,
11562,7440,
11563,11866,t
11564,24888,
11565,27324,
11566,23243,
11567,29417,
11568,29688,
11569,28554,
11570,12696,
11571,19643,a
11572,2060,t
11573,20991,
11574,29363,
11575,25330,
11576,12279,
11577,21530,
11578,27421,l
11579,30176,
11580,24632,
11581,9785,
11582,29697,
11583,26366,
11584,29281,
11585,5877,
11586,16684,t
11587,28534,
11588,16785,
11589,30104,
11590,26950,
11591,23593,
11592,25700,
11593,28642,
11594,27459,
11595,28677,
11596,25951,
11597,28092,g
11598,23792,
11599,27975,
11600,27553,
11601,9380,
11602,7146,
11603,29786,
11604,28762,
11605,27615,
11606,21695,
11607,27196,
11608,13133,
11609,807,
11610,19919,
11611,14588,
11612,26386,
11613,25450,
11614,28913,
11615,24452,
11616,30661,
11617,29184,
11618,30164,
11619,30718,
11620,26411,
11621,28074,
11622,26375,
11623,26369,
11624,24661,
11625,6817,
11626,9201,
11627,14775,
11628,28708,
11629,29878,
11630,27437,
11631,21391,
11632,15125,
11633,23902,
11634,23913,
11635,27010,
11636,25955,
11637,7879,
11638,6148,
11639,27369,
11640,29673,
11641,15619,
11642,27705,
11643,24088,m
11644,28083,
11645,26846,
11646,27103,
11647,12869,
11648,9004,
11649,6738,
11650,12791,
11651,5584,
11652,28060,
11653,23713,
11654,24151,
11655,10313,
11656,27476,
11657,30013,
11658,20168,
11659,17199,
11660,29840,
11661,28160,
11662,17100,
11663,20191,
11664,26623,
11665,30658,
11666,19916,
11667,10755,
11668,28315,
11669,26973,
11670,29291,
11671,24673,
11672,26892,
11673,28669,
11674,23658,
11675,23842,
11676,5402,
11677,27526,
11678,30679,
11679,26306,
11680,24376,
11681,24796,
11682,25501,
11683,81652,
11684,930,q
11685,25344,
11686,26696,
11687,30666,
11688,26229,
11689,26023,
11690,17090,
11691,27507,
11692,29674,
11693,30497,
11694,27997,
11695,28775,
11696,25222,
11697,27116,
11698,13155,
11699,2142,
11700,9912,
11701,27563,
11702,30353,
11703,21411,t
11704,9925,
11705,24418,
11706,24266,
11707,5230,
11708,19993,
11709,25954,
11710,21064,
11711,25319,
11712,29019,
11713,21338,
11714,29137,
11715,23424,
11716,2294,
11717,710,
11718,29643,
11719,26721,
11720,3641,
11721,26935,
11722,23662,
11723,25897,
11724,14081,
11725,28300,
11726,27591,
11727,28286,
11728,29849,
11729,28358,
11730,15857,t
11731,29471,
11732,25864,
11733,25300,
11734,29756,
11735,14601,
11736,21121,
11737,2491,
11738,27598,
11739,23978,
11740,28295,
11741,26902,
11742,26237,
11743,9196,
11744,20701,
11745,9332,
11746,27583,
11747,27531,
11748,5842,
11749,23075,
11750,26789,
11751,26415,
11752,580,
11753,14229,
11754,18699,
11755,25827,
11756,4569,
11757,20384,
11758,23927,
11759,29934,
11760,28687,
11761,21024,
11762,15434,
11763,23760,
11764,23072,
11765,27371,
11766,24908,
11767,11513,
11768,23676,
11769,5852,
11770,27084,
11771,25903,
11772,29715,
11773,18559,
11774,10814,
11775,22302,
11776,30058,
11777,29777,
11778,27685,
11779,23032,
11780,10306,
11781,23366,
11782,23768,
11783,23833,
11784,24039,
11785,26302,
11786,24060,
11787,30727,
11788,24438,
11789,28482,
11790,30732,
11791,3503,
11792,582,
11793,30062,
11794,25796,
11795,25611,
11796,28956,
11797,30001,
11798,29851,
11799,2024,t
11800,24674,t
11801,29642,
11802,20986,
11803,27460,
11804,24861,
11805,8818,
11806,11037,
11807,24492,
11808,30776,
11809,3350,t
11810,1556,
11811,26837,
11812,24851,
11813,26728,
11814,8630,
11815,5495,
11816,13465,
11817,26559,
11818,23167,
11819,18680,
11820,15258,
11821,25408,
11822,28020,
11823,12416,
11824,4000,
11825,20930,
11826,16517,
11827,15338,
11828,14893,c
11829,23575,
11830,6889,
11831,24831,
11832,372,
11833,9045,
11834,15679,
11835,24063,
11836,6028,
11837,27370,
11838,26665,
11839,18480,g
11840,1897,
11841,26616,
11842,25747,
11843,14607,
11844,9744,t
11845,25171,
11846,26732,
11847,659,c
11848,3440,o
11849,29341,
11850,24017,
11851,26812,
11852,26271,
11853,27100,
11854,16652,
11855,23110,
11856,22392,
11857,14186,
11858,29434,
11859,29812,
11860,6972,t
11861,23739,
11862,28490,
11863,26857,q
11864,27235,
11865,9401,
11866,27708,
11867,21491,
11868,22841,
11869,78,
11870,3492,
11871,24830,
11872,24722,
11873,24852,
11874,24326,
11875,28479,
11876,29718,
11877,26577,
11878,2245,k
11879,30086,
11880,28684,
11881,11585,
11882,30349,
11883,29519,
11884,29036,
11885,18135,
11886,5902,
11887,25104,
11888,13352,
11889,24807,h
11890,24807,h
11891,23846,
11892,29047,
11893,13656,
11894,28064,
11895,21356,
11896,10113,
11897,21060,
11898,8746,
11899,10366,
11900,15577,t
11901,25739,
11902,8181,
11903,25905,
11904,29102,
11905,25278,
11906,16050,t
11907,16229,q
11908,27725,
11909,27868,
11910,20099,
11911,14099,f
11912,30503,
11913,25871,
11914,17932,t
11915,25726,
11916,27872,
11917,28984,
11918,29909,
11919,28237,
11920,24254,
11921,26532,g
11922,26311,
11923,7787,
11924,29152,
11925,29655,
11926,3935,
11927,18191,s
11928,26246,
11929,7599,
11930,2339,
11931,29470,
11932,1023,
11933,27417,
11934,28480,
11935,29116,
11936,27642,
11937,29108,
11938,24868,
11939,28727,
11940,75,
11941,7613,l
11942,25436,
11943,3031,
11944,8704,t
11945,9719,
11946,22393,
11947,2877,
11948,30784,
11949,5309,h
11950,26425,
11951,26252,
11952,9292,
11953,25883,
11954,5080,
11955,3150,
11956,28991,
11957,27087,
11958,30409,
11959,5317,
11960,17342,
11961,10871,
11962,4760,g
11963,29016,
11964,28649,
11965,8372,i
11966,14434,
11967,7965,
11968,30682,
11969,8509,i
11970,29377,
11971,12048,
11972,27114,
11973,26582,
11974,14665,
11975,11814,t
11976,25049,
11977,28148,
11978,25962,
11979,30691,
11980,26251,
11981,18866,
11982,3060,m
11983,13227,s
11984,24225,
11985,24409,
11986,28365,
11987,11221,
11988,27819,
11989,27311,
11990,30159,
11991,25901,
11992,29542,
11993,24480,
11994,29845,
11995,24695,
11996,24211,
11997,6847,
11998,28340,
11999,10805,
12000,12617,
12001,8067,
12002,24121,
12003,30781,
12004,23126,
12005,25566,
12006,15822,
12007,2112,
12008,23838,
12009,22511,
12010,24378,
12011,26865,
12012,2131,
12013,28079,
12014,27995,
12015,25092,
12016,30552,
12017,10574,
12018,24922,
12019,26115,
12020,26463,
12021,10080,
12022,4182,j
12023,24549,
12024,26352,
12025,30764,
12026,22168,
12027,26084,
12028,10091,g
12029,25998,
12030,19540,
12031,25394,
12032,25515,
12033,23367,
12034,8837,
12035,24363,
12036,9825,
12037,25423,
12038,6189,c
12039,30293,
12040,25857,
12041,23849,
12042,25850,
12043,27857,
12044,24277,
12045,27291,
12046,21638,
12047,2816,
12048,30127,
12049,30379,
12050,969,t
12051,11873,
12052,24918,
12053,27956,
12054,7239,
12055,25128,
12056,19475,
12057,27480,
12058,30664,
12059,28810,
12060,28357,
12061,24798,t
12062,19369,
12063,13578,t
12064,26708,
12065,25967,
12066,28467,
12067,23458,
12068,17193,
12069,25943,
12070,4530,
12071,27490,
12072,28549,
12073,25684,
12074,11101,
12075,19403,t
12076,3582,
12077,1699,
12078,27911,
12079,10389,
12080,1866,
12081,17476,i
12082,23899,
12083,27913,
12084,4835,
12085,24735,
12086,29476,
12087,30551,
12088,28520,
12089,17742,
12090,1268,t
12091,22107,
12092,7595,
12093,27390,
12094,9822,i
12095,16795,
12096,359,
12097,3285,
12098,21015,
12099,26466,
12100,11815,
12101,5049,
12102,11400,
12103,29708,
12104,23042,t
12105,30589,
12106,18495,
12107,24240,
12108,2033,
12109,5358,
12110,23432,
12111,25204,
12112,4829,
12113,29722,
12114,27968,
12115,29212,
12116,9535,
12117,15811,
12118,12502,
12119,29018,
12120,24377,
12121,30163,
12122,29408,
12123,13409,
12124,16999,
12125,7314,q
12126,25177,
12127,28938,
12128,25723,
12129,18356,t
12130,13255,
12131,24527,
12132,27509,
12133,17831,
12134,29374,
12135,21872,h
12136,21773,
12137,11853,
12138,28704,
12139,22931,
12140,28397,
12141,30040,
12142,30558,
12143,24158,
12144,29475,
12145,28571,
12146,29306,
12147,12064,
12148,28210,
12149,14614,
12150,20354,
12151,26719,
12152,30799,
12153,24911,
12154,3973,
12155,28334,
12156,29523,
12157,14578,
12158,27656,
12159,11110,t
12160,4882,t
12161,25447,
12162,6236,
12163,30337,
12164,23843,
12165,29935,
12166,5016,
12167,23535,
12168,3400,
12169,30714,t
12170,24287,
12171,24583,
12172,24044,
12173,9689,
12174,2368,
12175,24207,
12176,24615,
12177,22604,
12178,2390,
12179,7768,
12180,28531,
12181,28093,
12182,18700,
12183,27605,
12184,23941,
12185,25259,
12186,30457,
12187,29858,
12188,17478,
12189,9130,
12190,1893,t
12191,29391,
12192,30705,
12193,29867,
12194,22902,
12195,19203,m
12196,26007,
12197,9429,
12198,4332,m
12199,25134,
12200,22705,
12201,30306,
12202,24625,
12203,26218,
12204,12049,
12205,24545,
12206,12233,
12207,25708,
12208,9680,l
12209,30500,
12210,24594,p
12211,29144,
12212,26309,
12213,10991,
12214,30302,
12215,28632,
12216,30358,
12217,29247,
12218,13358,
12219,26156,
12220,28106,
12221,28231,
12222,13396,
12223,27432,
12224,29752,
12225,24139,
12226,24951,
12227,29056,
12228,25194,
12229,13722,
12230,27929,
12231,30620,
12232,23935,
12233,24958,
12234,7653,
12235,23659,
12236,20162,
12237,30649,
12238,30809,
12239,21628,
12240,29894,
12241,16313,
12242,28959,
12243,16693,
12244,27323,
12245,8681,
12246,26530,
12247,10201,
12248,23707,
12249,26407,
12250,23885,
12251,30387,
12252,13026,
12253,28658,t
12254,17944,
12255,28873,
12256,24608,
12257,26851,
12258,26500,
12259,26617,
12260,24962,
12261,25885,
12262,19288,
12263,23836,
12264,24734,
12265,24253,
12266,25859,
12267,18729,
12268,17968,
12269,21753,
12270,24639,
12271,24227,
12272,2338,
12273,26183,
12274,25053,
12275,24217,
12276,27344,
12277,25435,
12278,8409,
12279,21510,
12280,25808,
12281,27035,
12282,17093,t
12283,14885,
12284,29211,
12285,27243,
12286,28410,
12287,28627,k
12288,29949,
12289,26983,
12290,26548,
12291,25198,
12292,28459,
12293,27489,
12294,24372,
12295,15192,
12296,30324,
12297,29384,
12298,25197,
12299,25428,
12300,27158,
12301,27200,
12302,25125,t
12303,13407,
12304,22368,b
12305,12941,
12306,7409,g
12307,25902,
12308,26131,
12309,24965,
12310,30556,
12311,16846,
12312,30585,
12313,24242,
12314,28404,
12315,22116,t
12316,25527,
12317,29889,
12318,17144,
12319,17883,
12320,25231,
12321,26822,
12322,25879,
12323,12802,
12324,28985,
12325,26428,
12326,15287,
12327,11638,
12328,26580,
12329,15475,t
12330,15905,
12331,2448,t
12332,18503,t
12333,25730,c
12334,25132,
12335,8375,
12336,23692,
12337,16832,
12338,18973,
12339,30484,
12340,22849,
12341,10794,m
12342,30268,
12343,30343,
12344,28072,
12345,28989,
12346,18211,
12347,29179,
12348,29163,
12349,2992,
12350,8591,k
12351,26092,
12352,16364,
12353,28324,
12354,27726,
12355,30469,
12356,18355,
12357,250,
12358,24108,
12359,17017,
12360,13051,
12361,4891,
12362,18787,
12363,19285,
12364,13364,
12365,12609,
12366,8093,
12367,24303,
12368,4656,
12369,25364,
12370,24319,
12371,29576,
12372,29122,
12373,30247,
12374,23858,
12375,29575,
12376,25265,
12377,25071,
12378,26283,
12379,8771,g
12380,17200,
12381,23945,
12382,6239,
12383,24537,
12384,26779,
12385,13369,
12386,17890,
12387,26508,t
12388,12674,
12389,16230,
12390,24332,
12391,28683,
12392,21747,
12393,18203,
12394,25561,
12395,30817,
12396,13070,m
12397,28253,
12398,28012,
12399,25485,
12400,29592,
12401,29049,
12402,8336,
12403,20639,
12404,6085,
12405,7792,
12406,822,
12407,25433,
12408,12000,l
12409,3655,
12410,3668,
12411,19240,
12412,25804,
12413,8259,t
12414,29670,
12415,16468,
12416,28059,
12417,28027,
12418,5605,
12419,28290,
12420,22795,
12421,29178,
12422,752,
12423,28133,
12424,30624,
12425,11627,
12426,25790,
12427,25572,
12428,30720,
12429,14841,
12430,29192,
12431,18493,
12432,28845,
12433,19262,
12434,29415,
12435,17031,
12436,1922,
12437,9263,
12438,19440,
12439,29850,
12440,27691,
12441,17432,
12442,25614,
12443,25398,
12444,19935,
12445,23749,
12446,14369,b
12447,21321,
12448,25524,
12449,23845,
12450,4959,c
12451,20284,
12452,25766,
12453,27706,
12454,27899,
12455,8003,l
12456,13904,
12457,30198,
12458,15386,
12459,26434,
12460,21532,
12461,24432,b
12462,13182,
12463,29321,
12464,15055,
12465,26196,g
12466,23519,
12467,29264,
12468,28165,
12469,3121,
12470,9657,
12471,30836,
12472,4795,q
12473,24138,
12474,25964,
12475,24502,
12476,584,
12477,15230,l
12478,28242,
12479,24657,
12480,29543,
12481,29784,
12482,26604,
12483,25569,
12484,29531,
12485,9161,
12486,25429,
12487,29351,
12488,29279,
12489,27810,
12490,9139,
12491,26913,
12492,27498,
12493,24485,
12494,19801,t
12495,28229,
12496,29031,
12497,26272,
12498,2736,
12499,1664,
12500,17233,
12501,14567,
12502,29975,
12503,30288,
12504,27332,
12505,26097,
12506,28422,
12507,27290,
12508,28848,
12509,28102,
12510,27663,
12511,48,
12512,25438,
12513,29294,
12514,18515,
12515,29328,
12516,20288,
12517,3044,i
12518,27392,
12519,18227,
12520,13106,
12521,11789,
12522,29451,
12523,27112,
12524,26521,
12525,26587,
12526,25913,
12527,25900,
12528,30197,
12529,7486,
12530,26843,
12531,28456,
12532,6576,
12533,27343,
12534,12991,
12535,11595,
12536,18632,
12537,19954,
12538,29440,
12539,14547,g
12540,30731,
12541,25034,
12542,21709,
12543,1677,
12544,28230,
12545,28038,
12546,24997,
12547,29076,
12548,24924,
12549,24881,
12550,6214,
12551,26593,
12552,5774,
12553,22535,
12554,15446,
12555,26338,
12556,29159,
12557,1687,
12558,14447,
12559,27748,
12560,29500,
12561,16838,
12562,27270,
12563,29481,
12564,5386,
12565,27621,
12566,25314,
12567,24631,
12568,25280,l
12569,3839,
12570,27690,
12571,26736,
12572,24263,
12573,20243,
12574,12001,
12575,23642,k
12576,24586,
12577,23604,
12578,19789,
12579,23950,
12580,6365,
12581,29504,
12582,26660,
12583,27697,
12584,2100,
12585,25065,
12586,8607,
12587,1080,t
12588,24934,
12589,15574,
12590,28770,
12591,28656,
12592,29317,
12593,27118,
12594,27073,
12595,23810,
12596,25045,
12597,30647,
12598,24078,
12599,24578,
12600,25781,
12601,20773,
12602,1782,
12603,26966,
12604,15408,
12605,27741,
12606,5225,
12607,28272,
12608,20033,t
12609,708,
12610,12545,
12611,6869,
12612,7255,n
12613,8189,
12614,28487,
12615,26844,
12616,27942,
12617,25466,
12618,4247,
12619,25248,
12620,30525,
12621,18407,
12622,15851,
12623,26507,
12624,24381,
12625,29277,
12626,26806,
12627,11770,c
12628,30812,
12629,19524,
12630,23657,
12631,25004,
12632,25275,
12633,23391,
12634,27126,
12635,14219,
12636,25072,
12637,25161,
12638,20538,
12639,19419,t
12640,24510,
12641,25874,
12642,7970,
12643,4161,
12644,25987,
12645,26437,
12646,27992,
12647,26608,
12648,20218,f
12649,10099,
12650,30125,
12651,30114,
12652,777,
12653,4996,
12654,24070,
12655,30462,t
12656,30133,
12657,28302,
12658,28350,
12659,20410,
12660,25835,
12661,17494,c
12662,29538,
12663,30093,
12664,24610,
12665,25308,
12666,26096,
12667,25271,
12668,26984,
12669,16664,
12670,24366,
12671,25119,
12672,4311,
12673,30561,
12674,8320,a
12675,22151,o
12676,16543,
12677,26353,
12678,4305,
12679,24836,
12680,27192,
12681,13153,
12682,16750,
12683,30313,
12684,9990,
12685,6300,
12686,24493,
12687,28858,
12688,2104,
12689,6428,
12690,29366,
12691,29650,
12692,2951,
12693,24259,
12694,27888,
12695,2210,
12696,13166,
12697,30796,
12698,13953,
12699,26796,
12700,25666,
12701,26197,
12702,14197,
12703,27154,
12704,24623,
12705,25691,
12706,28903,
12707,1264,
12708,28075,
12709,22426,
12710,23754,
12711,27223,
12712,24846,
12713,18562,
12714,3387,b
12715,22657,
12716,25131,
12717,28201,
12718,26820,
12719,16914,
12720,24496,
12721,3515,
12722,27145,
12723,24825,
12724,23640,
12725,19967,t
12726,28779,
12727,11377,
12728,25126,
12729,24013,
12730,14661,
12731,27293,
12732,26886,
12733,24889,
12734,14844,t
12735,6262,
12736,22577,t
12737,27607,
12738,25141,
12739,30696,
12740,30077,
12741,13582,c
12742,25167,
12743,26513,
12744,26899,
12745,14396,
12746,28139,
12747,25975,
12748,18209,
12749,29237,
12750,15314,
12751,8463,
12752,28532,
12753,10471,
12754,13484,
12755,19689,
12756,30376,
12757,24940,
12758,26139,
12759,8074,
12760,29383,
12761,11172,
12762,17415,
12763,23967,
12764,22476,k
12765,12698,
12766,11560,t
12767,24780,
12768,7215,
12769,30027,
12770,24895,
12771,23678,
12772,25416,
12773,24085,
12774,23880,
12775,9330,
12776,22447,
12777,22871,
12778,27123,
12779,27020,
12780,16265,t
12781,24664,
12782,27820,
12783,28678,
12784,29654,
12785,29155,
12786,26729,
12787,24752,
12788,26737,
12789,23777,
12790,28403,t
12791,19812,
12792,24033,
12793,19591,
12794,17028,
12795,28385,
12796,18463,g
12797,28784,
12798,6962,
12799,276,
12800,27448,
12801,25659,
12802,13756,
12803,25873,
12804,29578,
12805,10854,
12806,23626,a
12807,28236,
12808,25503,
12809,23677,
12810,8291,
12811,19108,f
12812,17025,
12813,27928,
12814,29308,
12815,23680,
12816,26155,
12817,27693,
12818,11179,
12819,2244,
12820,9303,p
12821,12415,p
12822,26598,
12823,29735,
12824,28320,
12825,28244,
12826,30627,
12827,24288,
12828,13412,
12829,30707,
12830,23721,
12831,28246,
12832,3371,c
12833,17794,
12834,27383,
12835,27083,
12836,23017,
12837,16001,t
12838,30499,
12839,23769,
12840,25139,m
12841,912,
12842,28830,
12843,4811,
12844,23655,
12845,27225,
12846,24404,
12847,14143,t
12848,22619,
12849,13848,o
12850,29029,
12851,30330,
12852,17908,
12853,29920,
12854,27594,
12855,5138,
12856,5282,
12857,27519,
12858,1500,
12859,21637,
12860,3536,
12861,16701,
12862,9552,
12863,12460,
12864,24429,
12865,14722,j
12866,27007,
12867,23701,
12868,24536,
12869,23086,
12870,29186,
12871,13307,t
12872,29375,
12873,25113,
12874,25302,
12875,8040,
12876,14408,
12877,28048,
12878,24459,
12879,28881,
12880,24311,
12881,12078,
12882,29150,
12883,25924,
12884,25504,
12885,26990,
12886,29962,
12887,26509,
12888,2479,
12889,19142,
12890,17980,
12891,28917,
12892,18470,
12893,30628,
12894,25380,
12895,1376,
12896,26223,
12897,29895,
12898,23954,
12899,6849,
12900,25355,
12901,25855,
12902,10507,
12903,2573,
12904,21586,
12905,23825,
12906,13382,
12907,6112,
12908,18722,
12909,15659,
12910,23049,
12911,25843,
12912,27306,
12913,26996,
12914,23763,
12915,29557,
12916,25009,
12917,13751,
12918,26011,
12919,28221,
12920,26568,
12921,25242,
12922,10653,
12923,16133,
12924,26541,
12925,11487,
12926,23558,
12927,25821,
12928,3568,
12929,8594,a
12930,6144,
12931,4999,
12932,23980,
12933,29435,
12934,18305,
12935,24323,
12936,23839,
12937,6774,
12938,30370,
12939,23898,
12940,1244,
12941,9155,h
12942,27199,
12943,29856,
12944,24169,
12945,28950,
12946,28375,
12947,14154,
12948,24020,
12949,5813,
12950,6044,t
12951,13593,
12952,2098,
12953,28752,
12954,28942,
12955,25030,
12956,27713,
12957,17574,
12958,29679,
12959,10568,
12960,27577,
12961,28827,
12962,25176,
12963,24600,
12964,24114,
12965,23832,
12966,2177,
12967,26482,
12968,27242,
12969,28646,
12970,25229,
12971,26792,
12972,24337,
12973,5647,
12974,28292,
12975,15378,
12976,12616,
12977,2638,
12978,28592,
12979,23439,r
12980,4994,c
12981,24425,
12982,28618,
12983,29145,
12984,26793,
12985,2182,
12986,4196,
12987,10700,
12988,19145,
12989,27871,
12990,18309,t
12991,21483,
12992,4991,
12993,25213,
12994,27769,
12995,984,
12996,28140,
12997,26891,
12998,23630,
12999,12135,
13000,29624,
13001,30108,
13002,30792,
13003,26314,
13004,22915,
13005,23292,
13006,24133,
13007,21952,
13008,27451,
13009,2279,
13010,25742,
13011,10801,
13012,24867,
13013,29457,
13014,30206,
13015,29558,
13016,3293,
13017,27474,
13018,29819,
13019,29199,
13020,19699,
13021,30154,
13022,27284,
13023,24182,
13024,13517,c
13025,5923,
13026,28025,
13027,28604,
13028,3923,g
13029,4084,
13030,24501,
13031,28795,
13032,29222,
13033,30635,
13034,25100,
13035,11252,
13036,4797,q
13037,28720,
13038,1090,
13039,2487,h
13040,14546,
13041,28179,
13042,23727,
13043,24463,
13044,8804,f
13045,26173,
13046,23966,
13047,30064,
13048,6895,
13049,10879,
13050,11154,
13051,22771,
13052,26692,
13053,28317,
13054,25792,
13055,28096,
13056,11187,
13057,29925,
13058,3887,
13059,11432,
13060,26685,
13061,5759,
13062,30670,
13063,25597,
13064,19786,
13065,25718,
13066,28843,
13067,10654,
13068,20700,
13069,18221,
